date,open,high,low,close
12/1/2003,1.7238109111785889,1.7272051572799685,1.7183902263641355,1.7185969352722168
12/2/2003,1.7190104722976685,1.7321116924285889,1.7172982692718506,1.730313420295715
12/3/2003,1.7304929494857788,1.7318116426467896,1.7252088785171509,1.7281005382537842
12/4/2003,1.7274141311645508,1.7289971113204956,1.7183016538619995,1.7206965684890747
12/5/2003,1.7206077575683594,1.7331022024154663,1.71980881690979,1.7331022024154663
12/8/2003,1.72950541973114,1.736201524734497,1.727503538131714,1.7342143058776855
12/9/2003,1.7337032556533811,1.747793436050415,1.733612895011902,1.7454140186309814
12/10/2003,1.7452921867370603,1.7480071783065796,1.7359001636505127,1.739796161651611
12/11/2003,1.740007996559143,1.74770188331604,1.7378911972045898,1.7462064027786257
12/12/2003,1.746297836303711,1.7510987520217896,1.7442874908447266,1.747304916381836
12/15/2003,1.7394027709960938,1.7485880851745603,1.7388886213302612,1.747304916381836
12/16/2003,1.7472131252288818,1.7561112642288208,1.7440136671066284,1.7542012929916382
12/17/2003,1.7542012929916382,1.7690974473953247,1.7503937482833862,1.76550555229187
12/18/2003,1.7654120922088623,1.7748117446899414,1.763792872428894,1.7710086107254028
12/19/2003,1.7711968421936035,1.7727981805801392,1.7626113891601562,1.7651938199996948
12/22/2003,1.7627979516983032,1.7671903371810913,1.760594367980957,1.7642908096313477
12/23/2003,1.763792872428894,1.8343911170959477,1.7630153894424438,1.7641974687576294
12/24/2003,1.763792872428894,1.7766090631484983,1.7635129690170288,1.775599718093872
12/25/2003,1.7750009298324585,1.7762936353683472,1.772295594215393,1.775410532951355
12/26/2003,1.7752845287322998,1.7762936353683472,1.7701934576034546,1.7720128297805786
12/29/2003,1.7723897695541382,1.777303695678711,1.7706009149551392,1.7744970321655271
12/30/2003,1.7740877866744995,1.7815150022506714,1.7728923559188845,1.777998924255371
12/31/2003,1.777998924255371,1.7943978309631348,1.7778093814849854,1.7888127565383911
1/1/2004,1.7888127565383911,1.7888127565383911,1.7817054986953735,1.785204291343689
1/2/2004,1.785586714744568,1.7950098514556885,1.7792011499404907,1.7936897277832031
1/5/2004,1.7954933643341064,1.8103152513504028,1.7951065301895142,1.807207107543945
1/6/2004,1.8074030876159668,1.8277859687805176,1.805510401725769,1.8212946653366089
1/7/2004,1.8208967447280884,1.8255836963653564,1.8127107620239256,1.8177852630615237
1/8/2004,1.8166953325271609,1.8356033563613887,1.811102032661438,1.8338866233825684
1/9/2004,1.8339873552322388,1.8506865501403809,1.8290897607803345,1.848087191581726
1/12/2004,1.8473020792007449,1.8578037023544312,1.8453929424285889,1.845597267150879
1/13/2004,1.845699429512024,1.8537055253982544,1.840603828430176,1.8488048315048216
1/14/2004,1.8489073514938357,1.8489073514938357,1.764103889465332,1.831703186035156
1/15/2004,1.833012580871582,1.835300087928772,1.8185124397277832,1.8251838684082031
1/16/2004,1.82538378238678,1.8268845081329343,1.7944945096969604,1.7990142107009888
1/19/2004,1.7998884916305542,1.802191376686096,1.782785415649414,1.7832940816879272
1/20/2004,1.7830078601837158,1.822190761566162,1.7829124927520752,1.8188101053237915
1/21/2004,1.8189092874526975,1.836716055870056,1.8155081272125244,1.832810997962952
1/22/2004,1.8327102661132808,1.8475067615509035,1.8327102661132808,1.8436918258666992
1/23/2004,1.843385934829712,1.8518861532211304,1.81788432598114,1.8277859687805176
1/26/2004,1.8249839544296265,1.8302949666976929,1.811298966407776,1.815013766288757
1/27/2004,1.815013766288757,1.8291902542114256,1.80280876159668,1.8266842365264893
1/28/2004,1.8268845081329343,1.838505744934082,1.8128092288970947,1.815112590789795
1/29/2004,1.815112590789795,1.8266842365264893,1.8096927404403689,1.8170915842056277
1/30/2004,1.8162994384765625,1.8262839317321775,1.8065868616104128,1.825283765792847
2/2/2004,1.824784278869629,1.827385187149048,1.8141906261444087,1.821593165397644
