date,open,high,low,close
6/25/2001,0.1208211034536361,0.1209672540426254,0.1206738352775573,0.1208196356892585
6/26/2001,0.1208196356892585,0.1209657937288284,0.1206738352775573,0.1208196356892585
7/2/2001,0.1208211034536361,0.1209672540426254,0.1206709370017051,0.1208167150616645
7/9/2001,0.1208196356892585,0.1209672540426254,0.1206738352775573,0.1208211034536361
7/11/2001,0.1208181753754615,0.1209643259644508,0.1206709370017051,0.1208181753754615
7/13/2001,0.1208181753754615,0.1209672540426254,0.1206723898649215,0.1208211034536361
7/16/2001,0.1208211034536361,0.1209672540426254,0.1206752955913543,0.1208211034536361
7/23/2001,0.1208196356892585,0.1209657937288284,0.1206709370017051,0.1208167150616645
7/30/2001,0.1208167150616645,0.1209672540426254,0.1206709370017051,0.1208211034536361
8/1/2001,0.1208167150616645,0.1209643259644508,0.1206709370017051,0.1208181753754615
8/6/2001,0.1208196356892585,0.1209657937288284,0.1206709370017051,0.1208167150616645
8/9/2001,0.1208123415708541,0.1209599301218986,0.1206665635108947,0.1208123415708541
8/10/2001,0.1208167150616645,0.1209657937288284,0.1206709370017051,0.1208196356892585
8/13/2001,0.1208196356892585,0.1209657937288284,0.1206738352775573,0.1208196356892585
8/14/2001,0.1208152696490287,0.1209657937288284,0.1206694766879081,0.1208152696490287
8/15/2001,0.1208123415708541,0.1209613978862762,0.1206665635108947,0.1208152696490287
8/16/2001,0.1208152696490287,0.1209613978862762,0.1206694766879081,0.1208152696490287
8/17/2001,0.1208167150616645,0.1209628582000732,0.1206694766879081,0.1208167150616645
8/20/2001,0.1208196356892585,0.1209657937288284,0.1206738352775573,0.1208196356892585
8/23/2001,0.1208181753754615,0.1209657937288284,0.1206723898649215,0.1208196356892585
8/27/2001,0.1208123415708541,0.1209628582000732,0.1206665635108947,0.1208167150616645
8/29/2001,0.1208196356892585,0.1209657937288284,0.1206723898649215,0.1208181753754615
9/3/2001,0.1208181753754615,0.1209643259644508,0.1206709370017051,0.1208167150616645
9/4/2001,0.1208167150616645,0.1209657937288284,0.1206709370017051,0.1208196356892585
9/6/2001,0.1208167150616645,0.1209657937288284,0.1206709370017051,0.1208196356892585
9/10/2001,0.1208211034536361,0.1211137697100639,0.1205298528075218,0.1208211034536361
9/12/2001,0.1208181753754615,0.1214048936963081,0.1202371045947074,0.1208181753754615
9/17/2001,0.120821975171566,0.1214078441262245,0.1202400028705596,0.1208211034536361
9/24/2001,0.1208167150616645,0.1209672540426254,0.1206709370017051,0.1208167150616645
9/26/2001,0.1208181753754615,0.1209643259644508,0.1206680163741111,0.1208181753754615
10/2/2001,0.1208196356892585,0.1209657937288284,0.1206738352775573,0.1208196356892585
10/5/2001,0.1208196356892585,0.1209657937288284,0.1206738352775573,0.1208196356892585
10/8/2001,0.1208199337124824,0.1209672540426254,0.1206738352775573,0.1208211034536361
10/9/2001,0.1208211034536361,0.1209672540426254,0.1206723898649215,0.1208181753754615
10/10/2001,0.1208181753754615,0.1209657937288284,0.1206723898649215,0.1208196356892585
10/15/2001,0.1208240240812301,0.1209701746702194,0.1206767559051513,0.1208225637674331
10/16/2001,0.1208225637674331,0.120968721807003,0.1206752955913543,0.1208211034536361
10/18/2001,0.1208181753754615,0.1209643259644508,0.1206709370017051,0.1208167150616645
