date,Pretax Income,Tax Provision
2023-06-30,,
2023-09-30,5636000000.0,955000000.0
2023-12-31,6042000000.0,1152000000.0
2024-03-31,5513000000.0,850000000.0
2024-06-30,5989000000.0,1117000000.0
2024-09-30,6372000000.0,1054000000.0
6/30/2023,nan,nan
9/30/2023,5636000000,955000000
12/31/2023,6042000000,1152000000
3/31/2024,5513000000,850000000
6/30/2024,5989000000,1117000000
9/30/2024,6372000000,1054000000
