Reported Date,Firm,FromGrade,ToGrade,Outlook
8/24/2023,Rosenblatt,Buy,Buy,main
8/24/2023,Barclays,Overweight,Overweight,main
8/24/2023,Raymond James,Strong Buy,Strong Buy,main
8/24/2023,Oppenheimer,Outperform,Outperform,main
8/24/2023,Citigroup,Buy,Buy,main
8/24/2023,JP Morgan,Overweight,Overweight,main
8/24/2023,Mizuho,Buy,Buy,main
8/24/2023,Piper Sandler,Overweight,Overweight,main
8/24/2023,Wolfe Research,Outperform,Outperform,main
8/24/2023,B of A Securities,Buy,Buy,main
8/24/2023,Morgan Stanley,Overweight,Overweight,main
8/24/2023,BMO Capital,Outperform,Outperform,main
8/24/2023,Benchmark,Buy,Buy,main
8/24/2023,Wedbush,Outperform,Outperform,main
8/24/2023,UBS,Buy,Buy,main
8/24/2023,Baird,Outperform,Outperform,main
8/24/2023,Wells Fargo,Overweight,Overweight,main
8/24/2023,Susquehanna,Positive,Positive,main
8/24/2023,TD Cowen,Outperform,Outperform,main
8/24/2023,Jefferies,Buy,Buy,main
8/24/2023,Argus Research,Buy,Buy,main
8/24/2023,Craig-Hallum,Buy,Buy,main
8/24/2023,Truist Securities,Buy,Buy,main
10/2/2023,Goldman Sachs,Buy,Buy,main
10/3/2023,Keybanc,Overweight,Overweight,main
10/18/2023,Citigroup,Buy,Buy,main
10/18/2023,Morgan Stanley,Overweight,Overweight,main
10/20/2023,Keybanc,Overweight,Overweight,main
11/9/2023,Bernstein,Outperform,Outperform,reit
11/17/2023,Wedbush,Outperform,Outperform,reit
11/17/2023,Piper Sandler,Overweight,Overweight,reit
11/17/2023,Stifel,Buy,Buy,reit
11/22/2023,Needham,Buy,Buy,reit
11/22/2023,Morgan Stanley,Overweight,Overweight,main
11/22/2023,Wells Fargo,Overweight,Overweight,main
11/22/2023,Wedbush,Outperform,Outperform,reit
11/22/2023,BMO Capital,Outperform,Outperform,main
11/22/2023,Benchmark,Buy,Buy,reit
11/22/2023,Mizuho,Buy,Buy,main
11/22/2023,Edward Jones,Buy,Hold,down
11/22/2023,UBS,Buy,Buy,main
11/22/2023,Susquehanna,Positive,Positive,reit
11/22/2023,Stifel,Buy,Buy,main
11/22/2023,Oppenheimer,Outperform,Outperform,reit
1/3/2024,DA Davidson,,Neutral,init
1/16/2024,Keybanc,Overweight,Overweight,main
1/18/2024,Tigress Financial,Buy,Buy,main
1/19/2024,Raymond James,Strong Buy,Strong Buy,main
1/23/2024,Cantor Fitzgerald,,Overweight,init
1/29/2024,Cantor Fitzgerald,Overweight,Overweight,reit
2/5/2024,Goldman Sachs,Buy,Buy,main
2/7/2024,Morgan Stanley,Overweight,Overweight,main
2/12/2024,Cantor Fitzgerald,Overweight,Overweight,reit
2/13/2024,Mizuho,Buy,Buy,main
2/14/2024,Susquehanna,Positive,Positive,main
2/16/2024,Loop Capital,,Buy,init
2/16/2024,Wedbush,Outperform,Outperform,main
2/16/2024,Oppenheimer,Outperform,Outperform,main
2/16/2024,Wells Fargo,Overweight,Overweight,main
2/20/2024,Baird,Outperform,Outperform,main
2/20/2024,Rosenblatt,Buy,Buy,reit
2/20/2024,Cantor Fitzgerald,Overweight,Overweight,reit
2/22/2024,Wedbush,Outperform,Outperform,main
2/22/2024,Jefferies,Buy,Buy,main
2/22/2024,JP Morgan,Overweight,Overweight,main
2/22/2024,Morgan Stanley,Overweight,Overweight,main
2/22/2024,Stifel,Buy,Buy,main
2/22/2024,Mizuho,Buy,Buy,main
2/22/2024,Benchmark,Buy,Buy,main
2/22/2024,B of A Securities,Buy,Buy,main
2/22/2024,Truist Securities,Buy,Buy,main
2/22/2024,UBS,Buy,Buy,main
2/22/2024,Oppenheimer,Outperform,Outperform,reit
2/22/2024,Deutsche Bank,Hold,Hold,main
2/22/2024,HSBC,Buy,Buy,main
2/22/2024,Wolfe Research,Outperform,Outperform,main
2/22/2024,Bernstein,Outperform,Outperform,main
2/22/2024,Cantor Fitzgerald,Overweight,Overweight,main
2/22/2024,Needham,Buy,Buy,main
2/22/2024,DA Davidson,Neutral,Neutral,main
2/22/2024,Craig-Hallum,Buy,Buy,main
2/22/2024,Argus Research,Buy,Buy,main
2/22/2024,Keybanc,Overweight,Overweight,main
2/29/2024,Tigress Financial,Buy,Buy,main
3/4/2024,Cantor Fitzgerald,Overweight,Overweight,reit
3/6/2024,CICC,,Outperform,init
3/7/2024,Mizuho,Buy,Buy,main
3/11/2024,Cantor Fitzgerald,Overweight,Overweight,main
3/13/2024,B of A Securities,Buy,Buy,main
3/18/2024,HSBC,Buy,Buy,main
3/18/2024,Truist Securities,Buy,Buy,main
3/19/2024,Wells Fargo,Overweight,Overweight,main
3/19/2024,Susquehanna,Positive,Positive,main
3/19/2024,Wedbush,Outperform,Outperform,reit
3/19/2024,Keybanc,Overweight,Overweight,main
3/20/2024,Oppenheimer,Outperform,Outperform,main
3/20/2024,Piper Sandler,Overweight,Overweight,main
3/20/2024,Citigroup,Buy,Buy,main
3/20/2024,Benchmark,Buy,Buy,reit
3/20/2024,Goldman Sachs,Buy,Buy,main
3/20/2024,Deutsche Bank,Hold,Hold,main
3/20/2024,Stifel,Buy,Buy,reit
3/20/2024,Argus Research,Buy,Buy,main
3/21/2024,TD Cowen,Outperform,Outperform,main
3/22/2024,UBS,Buy,Buy,main
4/4/2024,Susquehanna,Positive,Positive,main
4/8/2024,Keybanc,Overweight,Overweight,main
4/11/2024,Raymond James,Strong Buy,Strong Buy,main
4/16/2024,Evercore ISI Group,,Outperform,init
4/30/2024,UBS,Buy,Buy,main
5/7/2024,Goldman Sachs,Buy,Buy,main
5/10/2024,HSBC,Buy,Buy,main
5/14/2024,Wells Fargo,Overweight,Overweight,main
5/16/2024,Wedbush,Outperform,Outperform,reit
5/17/2024,Oppenheimer,Outperform,Outperform,reit
5/20/2024,Baird,Outperform,Outperform,main
5/20/2024,Stifel,Buy,Buy,main
5/20/2024,Rosenblatt,Buy,Buy,main
5/20/2024,Susquehanna,Positive,Positive,main
5/20/2024,Barclays,Overweight,Overweight,main
5/23/2024,Wolfe Research,Outperform,Outperform,main
5/23/2024,Goldman Sachs,Buy,Buy,main
5/23/2024,Needham,Buy,Buy,main
5/23/2024,B of A Securities,Buy,Buy,main
5/23/2024,Evercore ISI Group,Outperform,Outperform,main
5/23/2024,Mizuho,Buy,Buy,main
5/23/2024,Piper Sandler,Overweight,Overweight,main
5/23/2024,Stifel,Buy,Buy,main
5/23/2024,Keybanc,Overweight,Overweight,main
5/23/2024,Rosenblatt,Buy,Buy,main
5/23/2024,Bernstein,Outperform,Outperform,main
5/23/2024,Susquehanna,Positive,Positive,main
5/23/2024,JP Morgan,Overweight,Overweight,main
5/23/2024,Barclays,Overweight,Overweight,main
5/23/2024,Truist Securities,Buy,Buy,main
5/23/2024,Oppenheimer,Outperform,Outperform,reit
5/23/2024,Benchmark,Buy,Buy,main
5/23/2024,UBS,Buy,Buy,main
5/23/2024,Wells Fargo,Overweight,Overweight,main
5/23/2024,Raymond James,Strong Buy,Strong Buy,reit
5/23/2024,Jefferies,Buy,Buy,main
5/23/2024,Morgan Stanley,Overweight,Overweight,main
5/23/2024,Argus Research,Buy,Buy,main
5/23/2024,Cantor Fitzgerald,Overweight,Overweight,main
5/23/2024,TD Cowen,Buy,Buy,main
5/23/2024,Wedbush,Outperform,Outperform,main
5/23/2024,Craig-Hallum,Buy,Buy,main
5/23/2024,Deutsche Bank,Hold,Hold,main
5/23/2024,Citigroup,Buy,Buy,main
6/4/2024,Mizuho,Buy,Buy,main
6/10/2024,Susquehanna,Positive,Positive,main
6/10/2024,Barclays,Overweight,Overweight,main
6/10/2024,TD Cowen,Buy,Buy,main
6/10/2024,Morgan Stanley,Overweight,Overweight,main
6/11/2024,Goldman Sachs,Buy,Buy,main
6/11/2024,Evercore ISI Group,Outperform,Outperform,main
6/11/2024,Argus Research,Buy,Buy,main
6/18/2024,Rosenblatt,Buy,Buy,main
6/18/2024,Wells Fargo,Overweight,Overweight,main
6/18/2024,Tigress Financial,Buy,Buy,main
6/21/2024,Melius Research,Buy,Buy,main
6/24/2024,Jefferies,Buy,Buy,main
6/26/2024,Citigroup,Buy,Buy,main
6/26/2024,Cantor Fitzgerald,Overweight,Overweight,main
6/27/2024,Truist Securities,Buy,Buy,reit
7/1/2024,Morgan Stanley,Overweight,Overweight,main
7/5/2024,New Street Research,Buy,Neutral,down
7/8/2024,UBS,Buy,Buy,main
7/9/2024,Keybanc,Overweight,Overweight,main
7/12/2024,Benchmark,Buy,Buy,main
7/15/2024,TD Cowen,Buy,Buy,main
7/22/2024,Piper Sandler,Overweight,Overweight,main
7/22/2024,Loop Capital,Buy,Buy,main
8/5/2024,Deutsche Bank,Hold,Hold,main
8/5/2024,Goldman Sachs,Buy,Buy,main
8/6/2024,New Street Research,Neutral,Buy,up
8/19/2024,Goldman Sachs,Buy,Buy,reit
8/21/2024,HSBC,Buy,Buy,main
8/22/2024,Rosenblatt,Buy,Buy,main
8/23/2024,Evercore ISI Group,Outperform,Outperform,main
8/23/2024,Wedbush,Outperform,Outperform,main
8/26/2024,Loop Capital,Buy,Buy,reit
8/27/2024,Truist Securities,Buy,Buy,main
8/29/2024,Mizuho,Outperform,Outperform,main
8/29/2024,Raymond James,Strong Buy,Strong Buy,main
8/29/2024,Needham,Buy,Buy,main
8/29/2024,Baird,Outperform,Outperform,main
8/29/2024,Rosenblatt,Buy,Buy,main
8/29/2024,B of A Securities,Buy,Buy,main
8/29/2024,Wells Fargo,Overweight,Overweight,main
8/29/2024,Craig-Hallum,Buy,Buy,main
8/29/2024,WestPark Capital,Buy,Buy,main
8/29/2024,Morgan Stanley,Overweight,Overweight,main
8/29/2024,JP Morgan,Overweight,Overweight,main
8/29/2024,Truist Securities,Buy,Buy,main
8/29/2024,Benchmark,Buy,Buy,reit
8/29/2024,DA Davidson,Neutral,Neutral,main
8/29/2024,Cantor Fitzgerald,Overweight,Overweight,reit
8/29/2024,Wedbush,Outperform,Outperform,reit
8/29/2024,Piper Sandler,Overweight,Overweight,main
8/29/2024,Bernstein,Outperform,Outperform,main
9/5/2024,B of A Securities,Buy,Buy,reit
9/18/2024,William Blair,,Outperform,init
10/8/2024,UBS,Buy,Buy,reit
10/8/2024,Cantor Fitzgerald,Overweight,Overweight,reit
10/10/2024,Morgan Stanley,Overweight,Overweight,reit
10/11/2024,Goldman Sachs,Buy,Buy,main
10/18/2024,B of A Securities,Buy,Buy,main
11/11/2024,Morgan Stanley,Overweight,Overweight,main
11/11/2024,Piper Sandler,Overweight,Overweight,main
11/11/2024,Melius Research,Buy,Buy,main
11/11/2024,UBS,Buy,Buy,main
11/12/2024,Redburn Atlantic,,Buy,init
11/12/2024,Mizuho,Outperform,Outperform,main
11/13/2024,Citigroup,Buy,Buy,main
11/14/2024,Oppenheimer,Outperform,Outperform,main
11/14/2024,HSBC,Buy,Buy,main
11/14/2024,Susquehanna,Positive,Positive,main
11/14/2024,Raymond James,Strong Buy,Strong Buy,main
11/14/2024,Wedbush,Outperform,Outperform,main
11/18/2024,Rosenblatt,Buy,Buy,main
11/19/2024,Truist Securities,Buy,Buy,main
11/19/2024,Stifel,Buy,Buy,main
11/20/2024,Loop Capital,Buy,Buy,reit
11/21/2024,Needham,Buy,Buy,main
11/21/2024,Benchmark,Buy,Buy,main
11/21/2024,Rosenblatt,Buy,Buy,main
11/21/2024,Goldman Sachs,Buy,Buy,main
11/21/2024,Evercore ISI Group,Outperform,Outperform,main
11/21/2024,Wells Fargo,Overweight,Overweight,main
11/21/2024,Cantor Fitzgerald,Overweight,Overweight,reit
11/21/2024,Barclays,Overweight,Overweight,main
11/21/2024,JP Morgan,Overweight,Overweight,main
11/21/2024,Oppenheimer,Outperform,Outperform,reit
11/21/2024,B of A Securities,Buy,Buy,reit
11/21/2024,Deutsche Bank,Hold,Hold,main
11/21/2024,Citigroup,Buy,Buy,main
11/21/2024,TD Cowen,Buy,Buy,main
11/21/2024,Mizuho,Outperform,Outperform,main
11/21/2024,Wedbush,Outperform,Outperform,main
11/21/2024,Truist Securities,Buy,Buy,main
11/22/2024,Phillip Securities,Buy,Accumulate,down
11/22/2024,DA Davidson,Neutral,Neutral,main
